#input generated from lc5 null-cleartext with key o5m#29wkqrzp_jya6fs3nt4u7cxvi8bdgehl;4;3 
(-> converted to full bytes by only taking last bit of lc5-output-characters)

cmrd@DESKTOP-EF5QNHV:~$ dieharder -a -g 201 -f output-o5m.bin
#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                  output-o5m.bin|  2.37e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
# The file file_input_raw was rewound 7 times
      rgb_lagged_sum|   8|   1000000|     100|0.38925610|  PASSED
# The file file_input_raw was rewound 8 times
      rgb_lagged_sum|   9|   1000000|     100|0.50403532|  PASSED
# The file file_input_raw was rewound 9 times
      rgb_lagged_sum|  10|   1000000|     100|0.01409789|  PASSED
# The file file_input_raw was rewound 10 times
      rgb_lagged_sum|  11|   1000000|     100|0.29827655|  PASSED
# The file file_input_raw was rewound 11 times
      rgb_lagged_sum|  12|   1000000|     100|0.27171162|  PASSED
# The file file_input_raw was rewound 12 times
      rgb_lagged_sum|  13|   1000000|     100|0.25092061|  PASSED
# The file file_input_raw was rewound 13 times
      rgb_lagged_sum|  14|   1000000|     100|0.06456455|  PASSED
# The file file_input_raw was rewound 14 times
      rgb_lagged_sum|  15|   1000000|     100|0.49190176|  PASSED
# The file file_input_raw was rewound 16 times
      rgb_lagged_sum|  16|   1000000|     100|0.07302595|  PASSED
# The file file_input_raw was rewound 17 times
      rgb_lagged_sum|  17|   1000000|     100|0.88224436|  PASSED
# The file file_input_raw was rewound 19 times
      rgb_lagged_sum|  18|   1000000|     100|0.45498877|  PASSED
# The file file_input_raw was rewound 20 times
      rgb_lagged_sum|  19|   1000000|     100|0.51682644|  PASSED
# The file file_input_raw was rewound 22 times
      rgb_lagged_sum|  20|   1000000|     100|0.13949493|  PASSED
# The file file_input_raw was rewound 24 times
      rgb_lagged_sum|  21|   1000000|     100|0.64940389|  PASSED
# The file file_input_raw was rewound 26 times
      rgb_lagged_sum|  22|   1000000|     100|0.07759811|  PASSED
# The file file_input_raw was rewound 28 times
      rgb_lagged_sum|  23|   1000000|     100|0.27622093|  PASSED
# The file file_input_raw was rewound 30 times
      rgb_lagged_sum|  24|   1000000|     100|0.00370563|   WEAK
# The file file_input_raw was rewound 32 times
      rgb_lagged_sum|  25|   1000000|     100|0.36706183|  PASSED
# The file file_input_raw was rewound 34 times
      rgb_lagged_sum|  26|   1000000|     100|0.26274734|  PASSED
# The file file_input_raw was rewound 36 times
      rgb_lagged_sum|  27|   1000000|     100|0.47434933|  PASSED
# The file file_input_raw was rewound 38 times
      rgb_lagged_sum|  28|   1000000|     100|0.06358411|  PASSED
# The file file_input_raw was rewound 41 times
      rgb_lagged_sum|  29|   1000000|     100|0.81919788|  PASSED
# The file file_input_raw was rewound 43 times
      rgb_lagged_sum|  30|   1000000|     100|0.85791685|  PASSED
# The file file_input_raw was rewound 46 times
      rgb_lagged_sum|  31|   1000000|     100|0.32300623|  PASSED
# The file file_input_raw was rewound 48 times
      rgb_lagged_sum|  32|   1000000|     100|0.28278919|  PASSED
# The file file_input_raw was rewound 48 times
     rgb_kstest_test|   0|     10000|    1000|0.45824731|  PASSED
# The file file_input_raw was rewound 49 times
     dab_bytedistrib|   0|  51200000|       1|0.00034644|   WEAK
# The file file_input_raw was rewound 49 times
             dab_dct| 256|     50000|       1|0.81290469|  PASSED
Preparing to run test 207.  ntuple = 0
# The file file_input_raw was rewound 49 times
        dab_filltree|  32|  15000000|       1|0.04580500|  PASSED
        dab_filltree|  32|  15000000|       1|0.42283117|  PASSED
Preparing to run test 208.  ntuple = 0
# The file file_input_raw was rewound 49 times
       dab_filltree2|   0|   5000000|       1|0.69811910|  PASSED
       dab_filltree2|   1|   5000000|       1|0.63696235|  PASSED
Preparing to run test 209.  ntuple = 0
# The file file_input_raw was rewound 49 times
        dab_monobit2|  12|  65000000|       1|0.36525779|  PASSED
