#input generated from lc5 null-cleartext with key kd85hsgz6o_7f9yuajib2#tcmv3e4wplnqrx;2;4
(-> converted to 32bit numbers by rejection sampling of 7 lc5-characters (0-35) )

cmrd@DESKTOP-EF5QNHV:~$ dieharder -a -g 201 -f output-kd8.bin
#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                  output-kd8.bin|  2.36e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|   6|   1000000|     100|0.06412719|  PASSED
# The file file_input_raw was rewound 6 times
      rgb_lagged_sum|   7|   1000000|     100|0.14951172|  PASSED
# The file file_input_raw was rewound 6 times
      rgb_lagged_sum|   8|   1000000|     100|0.40033026|  PASSED
# The file file_input_raw was rewound 7 times
      rgb_lagged_sum|   9|   1000000|     100|0.78146193|  PASSED
# The file file_input_raw was rewound 8 times
      rgb_lagged_sum|  10|   1000000|     100|0.17328872|  PASSED
# The file file_input_raw was rewound 9 times
      rgb_lagged_sum|  11|   1000000|     100|0.63047310|  PASSED
# The file file_input_raw was rewound 10 times
      rgb_lagged_sum|  12|   1000000|     100|0.21027087|  PASSED
# The file file_input_raw was rewound 11 times
      rgb_lagged_sum|  13|   1000000|     100|0.00827729|  PASSED
# The file file_input_raw was rewound 12 times
      rgb_lagged_sum|  14|   1000000|     100|0.23660158|  PASSED
# The file file_input_raw was rewound 13 times
      rgb_lagged_sum|  15|   1000000|     100|0.07082897|  PASSED
# The file file_input_raw was rewound 14 times
      rgb_lagged_sum|  16|   1000000|     100|0.13427755|  PASSED
# The file file_input_raw was rewound 15 times
      rgb_lagged_sum|  17|   1000000|     100|0.00797613|  PASSED
# The file file_input_raw was rewound 17 times
      rgb_lagged_sum|  18|   1000000|     100|0.43396585|  PASSED
# The file file_input_raw was rewound 18 times
      rgb_lagged_sum|  19|   1000000|     100|0.53133154|  PASSED
# The file file_input_raw was rewound 20 times
      rgb_lagged_sum|  20|   1000000|     100|0.11146980|  PASSED
# The file file_input_raw was rewound 21 times
      rgb_lagged_sum|  21|   1000000|     100|0.00091029|   WEAK
# The file file_input_raw was rewound 23 times
      rgb_lagged_sum|  22|   1000000|     100|0.77141079|  PASSED
# The file file_input_raw was rewound 24 times
      rgb_lagged_sum|  23|   1000000|     100|0.03716441|  PASSED
# The file file_input_raw was rewound 26 times
      rgb_lagged_sum|  24|   1000000|     100|0.02189334|  PASSED
# The file file_input_raw was rewound 28 times
      rgb_lagged_sum|  25|   1000000|     100|0.13119806|  PASSED
# The file file_input_raw was rewound 30 times
      rgb_lagged_sum|  26|   1000000|     100|0.51047053|  PASSED
# The file file_input_raw was rewound 32 times
      rgb_lagged_sum|  27|   1000000|     100|0.26437309|  PASSED
# The file file_input_raw was rewound 34 times
      rgb_lagged_sum|  28|   1000000|     100|0.04484923|  PASSED
# The file file_input_raw was rewound 36 times
      rgb_lagged_sum|  29|   1000000|     100|0.47211443|  PASSED
# The file file_input_raw was rewound 38 times
      rgb_lagged_sum|  30|   1000000|     100|0.04255531|  PASSED
# The file file_input_raw was rewound 41 times
      rgb_lagged_sum|  31|   1000000|     100|0.63653623|  PASSED
# The file file_input_raw was rewound 43 times
      rgb_lagged_sum|  32|   1000000|     100|0.03618983|  PASSED
# The file file_input_raw was rewound 43 times
     rgb_kstest_test|   0|     10000|    1000|0.02755257|  PASSED
# The file file_input_raw was rewound 43 times
     dab_bytedistrib|   0|  51200000|       1|0.06814989|  PASSED
# The file file_input_raw was rewound 43 times
             dab_dct| 256|     50000|       1|0.79028643|  PASSED
Preparing to run test 207.  ntuple = 0
# The file file_input_raw was rewound 43 times
        dab_filltree|  32|  15000000|       1|0.96030745|  PASSED
        dab_filltree|  32|  15000000|       1|0.85268149|  PASSED
Preparing to run test 208.  ntuple = 0
# The file file_input_raw was rewound 43 times
       dab_filltree2|   0|   5000000|       1|0.11262255|  PASSED
       dab_filltree2|   1|   5000000|       1|0.46948242|  PASSED
Preparing to run test 209.  ntuple = 0
# The file file_input_raw was rewound 43 times
        dab_monobit2|  12|  65000000|       1|0.45003792|  PASSED
